,genes,proteins
7519,ENSG00000166171,"['ENSP00000359166', 'ENSP00000359170', 'ENSP00000403505', 'ENSP00000486078']"
7520,ENSG00000260916,"['ENSP00000311656', 'ENSP00000403400', 'ENSP00000415128', 'ENSP00000454456', 'ENSP00000454666', 'ENSP00000454802', 'ENSP00000455406', 'ENSP00000455852', 'ENSP00000456045', 'ENSP00000457393', 'ENSP00000457967']"
7521,ENSG00000132612,ENSP00000254950
7522,ENSG00000122490,"['ENSP00000315627', 'ENSP00000350188', 'ENSP00000380880', 'ENSP00000465546', 'ENSP00000466423', 'ENSP00000466491', 'ENSP00000467705', 'ENSP00000468210', 'ENSP00000468427']"
7523,ENSG00000249104,ENSP00000422621
7524,ENSG00000147885,ENSP00000369564
7525,ENSG00000076003,ENSP00000264156
7526,ENSG00000100749,"['ENSP00000216639', 'ENSP00000450820', 'ENSP00000451412', 'ENSP00000451682', 'ENSP00000504891', 'ENSP00000504897', 'ENSP00000504908', 'ENSP00000504922', 'ENSP00000504933', 'ENSP00000505010', 'ENSP00000505156', 'ENSP00000505159', 'ENSP00000505166', 'ENSP00000505209', 'ENSP00000505214', 'ENSP00000505395', 'ENSP00000505439', 'ENSP00000505454', 'ENSP00000505511', 'ENSP00000505512', 'ENSP00000505539', 'ENSP00000505564', 'ENSP00000505569', 'ENSP00000505595', 'ENSP00000505602', 'ENSP00000505611', 'ENSP00000505642', 'ENSP00000505683', 'ENSP00000505783', 'ENSP00000505806', 'ENSP00000505844', 'ENSP00000505873', 'ENSP00000505882', 'ENSP00000506011', 'ENSP00000506013', 'ENSP00000506022', 'ENSP00000506049', 'ENSP00000506083', 'ENSP00000506128', 'ENSP00000506151', 'ENSP00000506214', 'ENSP00000506225', 'ENSP00000506237', 'ENSP00000506334', 'ENSP00000506429', 'ENSP00000506467', 'ENSP00000506470', 'ENSP00000506480', 'ENSP00000506517', 'ENSP00000506520', 'ENSP00000506525', 'ENSP00000506564', 'ENSP00000506647', 'ENSP00000506648', 'ENSP00000506662']"
7527,ENSG00000073670,"['ENSP00000200557', 'ENSP00000347856', 'ENSP00000443773', 'ENSP00000465537']"
7528,ENSG00000185361,"['ENSP00000331827', 'ENSP00000444215']"
7529,ENSG00000054267,"['ENSP00000264183', 'ENSP00000264184', 'ENSP00000355562', 'ENSP00000391497', 'ENSP00000394663', 'ENSP00000416063', 'ENSP00000420620']"
7530,ENSG00000185127,ENSP00000346931
7531,ENSG00000136383,ENSP00000258888
7532,ENSG00000179695,"['ENSP00000493222', 'ENSP00000493456']"
7533,ENSG00000125149,"['ENSP00000219139', 'ENSP00000455182', 'ENSP00000456154', 'ENSP00000456549', 'ENSP00000456688', 'ENSP00000464242']"
7534,ENSG00000150540,"['ENSP00000280096', 'ENSP00000280097', 'ENSP00000333259', 'ENSP00000386940', 'ENSP00000419415']"
7535,ENSG00000132024,"['ENSP00000313601', 'ENSP00000465376', 'ENSP00000466586', 'ENSP00000467526', 'ENSP00000506358']"
7536,ENSG00000175538,"['ENSP00000310557', 'ENSP00000431739', 'ENSP00000433633', 'ENSP00000433697', 'ENSP00000434890', 'ENSP00000435539']"
7537,ENSG00000163170,"['ENSP00000295326', 'ENSP00000331369']"
7538,ENSG00000164039,"['ENSP00000296424', 'ENSP00000421516', 'ENSP00000422891', 'ENSP00000424173', 'ENSP00000427442']"
7539,ENSG00000163121,"['ENSP00000478591', 'ENSP00000479456', 'ENSP00000480933']"
7540,ENSG00000117650,"['ENSP00000355965', 'ENSP00000355966', 'ENSP00000440237']"
7541,ENSG00000143556,"['ENSP00000357711', 'ENSP00000357712']"
7542,ENSG00000173627,ENSP00000310622
7543,ENSG00000153237,"['ENSP00000283233', 'ENSP00000386583', 'ENSP00000386674', 'ENSP00000398372', 'ENSP00000400751', 'ENSP00000415343', 'ENSP00000415540', 'ENSP00000516735', 'ENSP00000516736']"
7544,ENSG00000204475,"['ENSP00000342156', 'ENSP00000365239', 'ENSP00000365240', 'ENSP00000365241']"
7545,ENSG00000115718,"['ENSP00000234071', 'ENSP00000384225', 'ENSP00000386679', 'ENSP00000391220', 'ENSP00000392606', 'ENSP00000406295', 'ENSP00000411241', 'ENSP00000412697']"
7546,ENSG00000125363,"['ENSP00000335312', 'ENSP00000370088', 'ENSP00000370090']"
7547,ENSG00000033122,"['ENSP00000309245', 'ENSP00000359997', 'ENSP00000394867', 'ENSP00000466082', 'ENSP00000476307', 'ENSP00000476660', 'ENSP00000477399', 'ENSP00000498937']"
7548,ENSG00000124701,ENSP00000244669
7549,ENSG00000206107,ENSP00000372286
7550,ENSG00000100418,ENSP00000263256
7551,ENSG00000118514,"['ENSP00000265605', 'ENSP00000325473', 'ENSP00000356819', 'ENSP00000356821', 'ENSP00000435297', 'ENSP00000437161']"
7552,ENSG00000198730,"['ENSP00000355013', 'ENSP00000431458', 'ENSP00000493551']"
7553,ENSG00000132681,"['ENSP00000357060', 'ENSP00000433094', 'ENSP00000434272', 'ENSP00000500965']"
7554,ENSG00000145386,ENSP00000274026
7555,ENSG00000166828,ENSP00000300061
7556,ENSG00000164332,ENSP00000296786
7557,ENSG00000170835,ENSP00000361151
7558,ENSG00000172977,"['ENSP00000340330', 'ENSP00000344955', 'ENSP00000366245', 'ENSP00000431819', 'ENSP00000434765', 'ENSP00000434993', 'ENSP00000435766', 'ENSP00000435939', 'ENSP00000436000', 'ENSP00000436012', 'ENSP00000436247']"
7559,ENSG00000163833,ENSP00000337510
7560,ENSG00000167461,"['ENSP00000300935', 'ENSP00000467501']"
7561,ENSG00000146674,"['ENSP00000370473', 'ENSP00000370476', 'ENSP00000389668', 'ENSP00000390298', 'ENSP00000399116', 'ENSP00000477772']"
7562,ENSG00000128276,"['ENSP00000249007', 'ENSP00000380609']"
7563,ENSG00000273238,ENSP00000493161
7564,ENSG00000110395,"['ENSP00000264033', 'ENSP00000489218', 'ENSP00000489324', 'ENSP00000489556', 'ENSP00000490763', 'ENSP00000515005']"
7565,ENSG00000187257,"['ENSP00000334040', 'ENSP00000393888', 'ENSP00000405231', 'ENSP00000414313']"
7566,ENSG00000058262,"['ENSP00000243253', 'ENSP00000411445', 'ENSP00000418493', 'ENSP00000419172', 'ENSP00000514247', 'ENSP00000514248', 'ENSP00000514249', 'ENSP00000514250', 'ENSP00000514251', 'ENSP00000514252', 'ENSP00000514253', 'ENSP00000514254', 'ENSP00000514255']"
7567,ENSG00000283703,"['ENSP00000491366', 'ENSP00000491467', 'ENSP00000509422']"
7568,ENSG00000263141,"['ENSP00000458262', 'ENSP00000458892']"
7569,ENSG00000189369,ENSP00000341247
7570,ENSG00000059145,"['ENSP00000248104', 'ENSP00000301712', 'ENSP00000372205', 'ENSP00000373873', 'ENSP00000380606', 'ENSP00000384850', 'ENSP00000385895', 'ENSP00000422852', 'ENSP00000423107', 'ENSP00000501444']"
7571,ENSG00000198753,"['ENSP00000355378', 'ENSP00000391650', 'ENSP00000396048', 'ENSP00000412454', 'ENSP00000442736']"
7572,ENSG00000146276,"['ENSP00000358463', 'ENSP00000394687', 'ENSP00000410130', 'ENSP00000412673', 'ENSP00000478846', 'ENSP00000481986']"
7573,ENSG00000235098,"['ENSP00000428201', 'ENSP00000428419', 'ENSP00000429035', 'ENSP00000445688', 'ENSP00000482314']"
7574,ENSG00000198792,"['ENSP00000354441', 'ENSP00000355210', 'ENSP00000393918', 'ENSP00000399073', 'ENSP00000413085', 'ENSP00000488878']"
7575,ENSG00000274252,ENSP00000477856
7576,ENSG00000278494,"['ENSP00000480743', 'ENSP00000487746', 'ENSP00000487821', 'ENSP00000487970', 'ENSP00000488651']"
7577,ENSG00000175893,ENSP00000370303
7578,ENSG00000204612,ENSP00000365898
7579,ENSG00000129933,"['ENSP00000262815', 'ENSP00000477034', 'ENSP00000477436']"
7580,ENSG00000108557,"['ENSP00000323074', 'ENSP00000379120', 'ENSP00000463607', 'ENSP00000463984']"
7581,ENSG00000099617,ENSP00000215368
7582,ENSG00000140297,"['ENSP00000379377', 'ENSP00000452741', 'ENSP00000453453', 'ENSP00000453774', 'ENSP00000453928']"
7583,ENSG00000116260,"['ENSP00000356572', 'ENSP00000356574', 'ENSP00000375883', 'ENSP00000402170']"
7584,ENSG00000117758,"['ENSP00000363054', 'ENSP00000392577']"
7585,ENSG00000183048,"['ENSP00000328403', 'ENSP00000345580', 'ENSP00000446242', 'ENSP00000458785', 'ENSP00000460597']"
7586,ENSG00000064989,"['ENSP00000376177', 'ENSP00000386599', 'ENSP00000386972', 'ENSP00000387190', 'ENSP00000415626']"
7587,ENSG00000149534,"['ENSP00000278888', 'ENSP00000433311', 'ENSP00000482594']"
7588,ENSG00000160953,"['ENSP00000394925', 'ENSP00000465838', 'ENSP00000466891', 'ENSP00000467083', 'ENSP00000467287', 'ENSP00000468322', 'ENSP00000468557', 'ENSP00000487567', 'ENSP00000498656']"
7589,ENSG00000169129,"['ENSP00000303042', 'ENSP00000358276', 'ENSP00000396781', 'ENSP00000512810']"
7590,ENSG00000204033,"['ENSP00000361185', 'ENSP00000438264']"
7591,ENSG00000111679,"['ENSP00000326010', 'ENSP00000382376', 'ENSP00000391592', 'ENSP00000438740', 'ENSP00000440114', 'ENSP00000441044', 'ENSP00000443393', 'ENSP00000444805', 'ENSP00000445646', 'ENSP00000446345', 'ENSP00000476175']"
7592,ENSG00000196739,"['ENSP00000348385', 'ENSP00000391328', 'ENSP00000432928']"
7593,ENSG00000048052,"['ENSP00000383912', 'ENSP00000384017', 'ENSP00000384382', 'ENSP00000384657', 'ENSP00000388568', 'ENSP00000392564', 'ENSP00000395655', 'ENSP00000401669', 'ENSP00000404763', 'ENSP00000408617', 'ENSP00000409003', 'ENSP00000410337', 'ENSP00000411422', 'ENSP00000412497', 'ENSP00000415095', 'ENSP00000430036', 'ENSP00000478829', 'ENSP00000505081', 'ENSP00000506070', 'ENSP00000509161', 'ENSP00000516728', 'ENSP00000516731', 'ENSP00000516732', 'ENSP00000516733']"
7594,ENSG00000206013,ENSP00000372059
7595,ENSG00000165828,"['ENSP00000416126', 'ENSP00000486265']"
7596,ENSG00000162728,ENSP00000357067
7597,ENSG00000119915,ENSP00000359022
7598,ENSG00000084628,"['ENSP00000362841', 'ENSP00000433225', 'ENSP00000473611']"
7599,ENSG00000048828,"['ENSP00000277165', 'ENSP00000364538', 'ENSP00000396534', 'ENSP00000412440', 'ENSP00000498798', 'ENSP00000514050']"
7600,ENSG00000169583,ENSP00000419378
7601,ENSG00000117016,"['ENSP00000361768', 'ENSP00000361769']"
7602,ENSG00000164626,ENSP00000352527
7603,ENSG00000119650,"['ENSP00000238628', 'ENSP00000324177', 'ENSP00000440064', 'ENSP00000451096', 'ENSP00000504736']"
7604,ENSG00000203730,ENSP00000356536
7605,ENSG00000167332,"['ENSP00000380153', 'ENSP00000432644', 'ENSP00000493442']"
7606,ENSG00000204386,"['ENSP00000364782', 'ENSP00000433127']"
7607,ENSG00000135148,"['ENSP00000257604', 'ENSP00000396526', 'ENSP00000447340', 'ENSP00000449297', 'ENSP00000449319', 'ENSP00000450357', 'ENSP00000473800']"
7608,ENSG00000130762,"['ENSP00000367622', 'ENSP00000367624', 'ENSP00000367629', 'ENSP00000390853', 'ENSP00000411936']"
7609,ENSG00000165494,"['ENSP00000298281', 'ENSP00000431567', 'ENSP00000434540', 'ENSP00000436806', 'ENSP00000437076', 'ENSP00000508500']"
7610,ENSG00000099246,"['ENSP00000349415', 'ENSP00000364960', 'ENSP00000407872', 'ENSP00000439321', 'ENSP00000478479', 'ENSP00000483927', 'ENSP00000506993', 'ENSP00000507136', 'ENSP00000507154', 'ENSP00000507273', 'ENSP00000507392', 'ENSP00000507467', 'ENSP00000507532', 'ENSP00000507542', 'ENSP00000507589', 'ENSP00000507834', 'ENSP00000507934', 'ENSP00000507963', 'ENSP00000507968', 'ENSP00000508082', 'ENSP00000508094', 'ENSP00000508179', 'ENSP00000508185', 'ENSP00000508247', 'ENSP00000508341', 'ENSP00000508355', 'ENSP00000508395']"
7611,ENSG00000107104,"['ENSP00000371723', 'ENSP00000371726', 'ENSP00000371730', 'ENSP00000371734', 'ENSP00000371740', 'ENSP00000477725', 'ENSP00000501167', 'ENSP00000508451', 'ENSP00000508606', 'ENSP00000508779', 'ENSP00000508795', 'ENSP00000508833', 'ENSP00000508925', 'ENSP00000509034', 'ENSP00000509160', 'ENSP00000509347', 'ENSP00000509433', 'ENSP00000509448', 'ENSP00000510058', 'ENSP00000510088', 'ENSP00000510133', 'ENSP00000510316', 'ENSP00000510487', 'ENSP00000510515', 'ENSP00000510671']"
7612,ENSG00000166220,"['ENSP00000299290', 'ENSP00000400224', 'ENSP00000508807', 'ENSP00000509602', 'ENSP00000509608']"
7613,ENSG00000049249,"['ENSP00000366729', 'ENSP00000464978', 'ENSP00000465272', 'ENSP00000501326']"
7614,ENSG00000164008,"['ENSP00000361603', 'ENSP00000498207', 'ENSP00000509479']"
7615,ENSG00000240563,ENSP00000419901
7616,ENSG00000110665,"['ENSP00000370545', 'ENSP00000406541']"
7617,ENSG00000105559,"['ENSP00000263265', 'ENSP00000347683', 'ENSP00000469211', 'ENSP00000471274', 'ENSP00000472636', 'ENSP00000516522']"
7618,ENSG00000148396,"['ENSP00000277537', 'ENSP00000290037', 'ENSP00000317437', 'ENSP00000325827', 'ENSP00000360771', 'ENSP00000387583', 'ENSP00000403525', 'ENSP00000508778', 'ENSP00000508822', 'ENSP00000509752']"
7619,ENSG00000105221,"['ENSP00000309428', 'ENSP00000351095', 'ENSP00000375719', 'ENSP00000375891', 'ENSP00000375892', 'ENSP00000392458', 'ENSP00000396532', 'ENSP00000396968', 'ENSP00000399532', 'ENSP00000403842', 'ENSP00000403890', 'ENSP00000404083', 'ENSP00000407999', 'ENSP00000462022', 'ENSP00000462469', 'ENSP00000462715', 'ENSP00000462776', 'ENSP00000462919', 'ENSP00000463086', 'ENSP00000463262', 'ENSP00000463368', 'ENSP00000463686', 'ENSP00000463806', 'ENSP00000470604', 'ENSP00000470822', 'ENSP00000471369', 'ENSP00000472371', 'ENSP00000472382', 'ENSP00000500412']"
7620,ENSG00000163499,"['ENSP00000295728', 'ENSP00000375946', 'ENSP00000395120']"
7621,ENSG00000144331,"['ENSP00000338225', 'ENSP00000386379', 'ENSP00000386507', 'ENSP00000386845', 'ENSP00000394038', 'ENSP00000399198', 'ENSP00000400232', 'ENSP00000409978']"
7622,ENSG00000097021,"['ENSP00000354615', 'ENSP00000367073', 'ENSP00000367076', 'ENSP00000367086', 'ENSP00000367091', 'ENSP00000402532', 'ENSP00000465719', 'ENSP00000476610']"
7623,ENSG00000153822,"['ENSP00000283936', 'ENSP00000376438', 'ENSP00000376439', 'ENSP00000465163', 'ENSP00000465646', 'ENSP00000465967', 'ENSP00000466132', 'ENSP00000479817']"
7624,ENSG00000007520,"['ENSP00000007390', 'ENSP00000455722']"
7625,ENSG00000100056,"['ENSP00000252137', 'ENSP00000388524']"
7626,ENSG00000139372,"['ENSP00000266775', 'ENSP00000376611', 'ENSP00000390167', 'ENSP00000439825', 'ENSP00000445716', 'ENSP00000445899']"
7627,ENSG00000187522,"['ENSP00000367623', 'ENSP00000404691']"
7628,ENSG00000165702,"['ENSP00000344782', 'ENSP00000361195', 'ENSP00000361196', 'ENSP00000489646', 'ENSP00000490303']"
7629,ENSG00000110717,"['ENSP00000315774', 'ENSP00000403972', 'ENSP00000431293', 'ENSP00000432848', 'ENSP00000432968', 'ENSP00000433521', 'ENSP00000433645', 'ENSP00000434283', 'ENSP00000436287']"
7630,ENSG00000166073,"['ENSP00000299092', 'ENSP00000439361', 'ENSP00000453076']"
7631,ENSG00000066322,"['ENSP00000361536', 'ENSP00000416024', 'ENSP00000477602']"
7632,ENSG00000139926,"['ENSP00000343899', 'ENSP00000348550', 'ENSP00000379068', 'ENSP00000450667', 'ENSP00000450735', 'ENSP00000451157', 'ENSP00000452122', 'ENSP00000452529']"
7633,ENSG00000163803,"['ENSP00000330442', 'ENSP00000384187', 'ENSP00000391810', 'ENSP00000392493', 'ENSP00000399712', 'ENSP00000404723', 'ENSP00000407076', 'ENSP00000416440']"
7634,ENSG00000286190,ENSP00000499042
7635,ENSG00000106991,"['ENSP00000341917', 'ENSP00000362299', 'ENSP00000479015']"
7636,ENSG00000145217,"['ENSP00000354721', 'ENSP00000381528', 'ENSP00000381532', 'ENSP00000483506']"
7637,ENSG00000159723,ENSP00000290953
7638,ENSG00000106006,ENSP00000222728
7639,ENSG00000074695,ENSP00000251047
7640,ENSG00000162804,"['ENSP00000308893', 'ENSP00000342992', 'ENSP00000384789', 'ENSP00000384871', 'ENSP00000386007', 'ENSP00000394324', 'ENSP00000401865']"
7641,ENSG00000133612,"['ENSP00000335589', 'ENSP00000380413', 'ENSP00000417151', 'ENSP00000417910', 'ENSP00000418016', 'ENSP00000418125', 'ENSP00000418159', 'ENSP00000418921', 'ENSP00000419801', 'ENSP00000480655']"
7642,ENSG00000204197,"['ENSP00000363647', 'ENSP00000400323']"
7643,ENSG00000149308,"['ENSP00000278612', 'ENSP00000433497', 'ENSP00000436510']"
7644,ENSG00000005421,"['ENSP00000222381', 'ENSP00000407359']"
7645,ENSG00000181433,"['ENSP00000323191', 'ENSP00000359743']"
7646,ENSG00000008086,"['ENSP00000369325', 'ENSP00000369332', 'ENSP00000485184', 'ENSP00000485244', 'ENSP00000485359', 'ENSP00000485581', 'ENSP00000485625', 'ENSP00000489879', 'ENSP00000490170', 'ENSP00000501174']"
7647,ENSG00000135968,"['ENSP00000307939', 'ENSP00000376996', 'ENSP00000386997', 'ENSP00000387350', 'ENSP00000419969', 'ENSP00000475234', 'ENSP00000475798', 'ENSP00000508981', 'ENSP00000509242', 'ENSP00000509332']"
7648,ENSG00000173262,"['ENSP00000340450', 'ENSP00000379834', 'ENSP00000407287', 'ENSP00000437653', 'ENSP00000438312', 'ENSP00000438484', 'ENSP00000438876', 'ENSP00000440043', 'ENSP00000440044', 'ENSP00000440480', 'ENSP00000440492', 'ENSP00000440980', 'ENSP00000442402', 'ENSP00000443076', 'ENSP00000443217', 'ENSP00000443903', 'ENSP00000444692', 'ENSP00000445929', 'ENSP00000482927']"
7649,ENSG00000180818,"['ENSP00000307321', 'ENSP00000421946']"
7650,ENSG00000173641,"['ENSP00000310111', 'ENSP00000364870', 'ENSP00000385472', 'ENSP00000391578', 'ENSP00000417966', 'ENSP00000419477']"
7651,ENSG00000179630,"['ENSP00000317619', 'ENSP00000391747', 'ENSP00000394179']"
7652,ENSG00000161202,"['ENSP00000316054', 'ENSP00000405885', 'ENSP00000412345', 'ENSP00000497340', 'ENSP00000497654']"
7653,ENSG00000141551,"['ENSP00000269361', 'ENSP00000324464', 'ENSP00000376146', 'ENSP00000381531', 'ENSP00000385769', 'ENSP00000462079', 'ENSP00000462144', 'ENSP00000463757', 'ENSP00000463906', 'ENSP00000464551']"
7654,ENSG00000189190,"['ENSP00000344791', 'ENSP00000497540', 'ENSP00000497895', 'ENSP00000497989', 'ENSP00000509267', 'ENSP00000509375', 'ENSP00000510246']"
7655,ENSG00000138180,"['ENSP00000360540', 'ENSP00000389150']"
7656,ENSG00000167768,ENSP00000252244
7657,ENSG00000072422,"['ENSP00000338671', 'ENSP00000350595']"
7658,ENSG00000108465,"['ENSP00000344683', 'ENSP00000438886', 'ENSP00000462012', 'ENSP00000462042', 'ENSP00000462328', 'ENSP00000462431', 'ENSP00000462886', 'ENSP00000463431', 'ENSP00000463442', 'ENSP00000463878', 'ENSP00000463950', 'ENSP00000464286', 'ENSP00000464419', 'ENSP00000464542']"
7659,ENSG00000171840,"['ENSP00000307552', 'ENSP00000380435', 'ENSP00000415158', 'ENSP00000438831', 'ENSP00000499548']"
7660,ENSG00000165061,"['ENSP00000297737', 'ENSP00000319785', 'ENSP00000427918', 'ENSP00000428423', 'ENSP00000429068', 'ENSP00000430050']"
7661,ENSG00000181192,"['ENSP00000263035', 'ENSP00000388163', 'ENSP00000398482', 'ENSP00000400625']"
7662,ENSG00000138801,ENSP00000265174
7663,ENSG00000062716,"['ENSP00000262291', 'ENSP00000465397', 'ENSP00000465911', 'ENSP00000465947', 'ENSP00000465972', 'ENSP00000466198', 'ENSP00000466413', 'ENSP00000466511', 'ENSP00000466579', 'ENSP00000467093', 'ENSP00000467350']"
7664,ENSG00000278088,"['ENSP00000478656', 'ENSP00000484386', 'ENSP00000487044']"
7665,ENSG00000283008,"['ENSP00000488911', 'ENSP00000488927', 'ENSP00000489014', 'ENSP00000489078', 'ENSP00000489459']"
7666,ENSG00000263181,"['ENSP00000461363', 'ENSP00000461768']"
7667,ENSG00000205702,"['ENSP00000437680', 'ENSP00000439604', 'ENSP00000445124']"
7668,ENSG00000015520,"['ENSP00000289547', 'ENSP00000370552', 'ENSP00000404670', 'ENSP00000438033']"
7669,ENSG00000180433,ENSP00000493180
7670,ENSG00000215305,"['ENSP00000369810', 'ENSP00000369836', 'ENSP00000409840', 'ENSP00000417031']"
7671,ENSG00000161640,"['ENSP00000398891', 'ENSP00000407387', 'ENSP00000412361']"
7672,ENSG00000166181,"['ENSP00000368129', 'ENSP00000399341', 'ENSP00000402540', 'ENSP00000431391', 'ENSP00000434462', 'ENSP00000436189', 'ENSP00000436436']"
7673,ENSG00000175387,"['ENSP00000262160', 'ENSP00000349282', 'ENSP00000384449', 'ENSP00000465355', 'ENSP00000465971', 'ENSP00000466193', 'ENSP00000466254', 'ENSP00000467075', 'ENSP00000468202', 'ENSP00000468732']"
7674,ENSG00000168096,"['ENSP00000304586', 'ENSP00000388270', 'ENSP00000406796', 'ENSP00000465203', 'ENSP00000465294', 'ENSP00000465306', 'ENSP00000465361', 'ENSP00000465373', 'ENSP00000465454', 'ENSP00000465566', 'ENSP00000466162', 'ENSP00000466228', 'ENSP00000466362', 'ENSP00000467439', 'ENSP00000467474', 'ENSP00000467591', 'ENSP00000467783', 'ENSP00000468234', 'ENSP00000468380', 'ENSP00000468464', 'ENSP00000480350']"
7675,ENSG00000162757,ENSP00000294811
7676,ENSG00000141526,"['ENSP00000376150', 'ENSP00000376152', 'ENSP00000462405', 'ENSP00000463005', 'ENSP00000463063', 'ENSP00000463880', 'ENSP00000463912', 'ENSP00000463978', 'ENSP00000464112', 'ENSP00000464326', 'ENSP00000464625', 'ENSP00000482013', 'ENSP00000483212']"
7677,ENSG00000140545,"['ENSP00000268150', 'ENSP00000268151', 'ENSP00000444332', 'ENSP00000452734', 'ENSP00000452926', 'ENSP00000456281', 'ENSP00000512026', 'ENSP00000512027', 'ENSP00000512094', 'ENSP00000512162', 'ENSP00000512163', 'ENSP00000512164']"
7678,ENSG00000180772,"['ENSP00000360973', 'ENSP00000505750']"
7679,ENSG00000102710,"['ENSP00000218894', 'ENSP00000348512', 'ENSP00000353388', 'ENSP00000417510', 'ENSP00000419754', 'ENSP00000419787', 'ENSP00000420170', 'ENSP00000473416', 'ENSP00000473592']"
7680,ENSG00000112031,"['ENSP00000356199', 'ENSP00000356200', 'ENSP00000356202', 'ENSP00000414383', 'ENSP00000415113']"
7681,ENSG00000100353,"['ENSP00000216190', 'ENSP00000385212', 'ENSP00000385812', 'ENSP00000390438', 'ENSP00000391061', 'ENSP00000403584', 'ENSP00000487325']"
7682,ENSG00000053747,"['ENSP00000269217', 'ENSP00000324532', 'ENSP00000382432', 'ENSP00000464836', 'ENSP00000466557', 'ENSP00000466658', 'ENSP00000467473', 'ENSP00000467662', 'ENSP00000468315', 'ENSP00000468316', 'ENSP00000497885']"
7683,ENSG00000124383,"['ENSP00000244230', 'ENSP00000475545', 'ENSP00000511582', 'ENSP00000511583', 'ENSP00000511956']"
7684,ENSG00000111667,"['ENSP00000229268', 'ENSP00000373883', 'ENSP00000444668']"
7685,ENSG00000163479,"['ENSP00000295702', 'ENSP00000431366', 'ENSP00000432831', 'ENSP00000434306', 'ENSP00000434532', 'ENSP00000434870', 'ENSP00000435692', 'ENSP00000436201', 'ENSP00000436228', 'ENSP00000437239']"
7686,ENSG00000198522,"['ENSP00000264718', 'ENSP00000384255', 'ENSP00000395981', 'ENSP00000398115', 'ENSP00000412170', 'ENSP00000424678', 'ENSP00000427269', 'ENSP00000476446', 'ENSP00000484680']"
