,genes,proteins
258,ENSMUSG00000048065,"['ENSMUSP00000050061', 'ENSMUSP00000146504']"
259,ENSMUSG00000057615,ENSMUSP00000075366
260,ENSMUSG00000031491,ENSMUSP00000033882
261,ENSMUSG00000038015,"['ENSMUSP00000047925', 'ENSMUSP00000139898']"
262,ENSMUSG00000032245,"['ENSMUSP00000034776', 'ENSMUSP00000114283', 'ENSMUSP00000115675', 'ENSMUSP00000117833']"
263,ENSMUSG00000096066,ENSMUSP00000144603
264,ENSMUSG00000031583,"['ENSMUSP00000033990', 'ENSMUSP00000033991', 'ENSMUSP00000147379']"
265,ENSMUSG00000062691,"['ENSMUSP00000068772', 'ENSMUSP00000136411', 'ENSMUSP00000141923', 'ENSMUSP00000159589']"
266,ENSMUSG00000055553,"['ENSMUSP00000091165', 'ENSMUSP00000112561', 'ENSMUSP00000113804', 'ENSMUSP00000113816', 'ENSMUSP00000121539', 'ENSMUSP00000123438', 'ENSMUSP00000123548', 'ENSMUSP00000123679']"
267,ENSMUSG00000039294,"['ENSMUSP00000042277', 'ENSMUSP00000101721', 'ENSMUSP00000117829', 'ENSMUSP00000120541', 'ENSMUSP00000127260']"
268,ENSMUSG00000038975,"['ENSMUSP00000087396', 'ENSMUSP00000129481', 'ENSMUSP00000142402', 'ENSMUSP00000142682', 'ENSMUSP00000142999', 'ENSMUSP00000143258', 'ENSMUSP00000143452', 'ENSMUSP00000143458', 'ENSMUSP00000143551', 'ENSMUSP00000143567', 'ENSMUSP00000143701']"
269,ENSMUSG00000058435,ENSMUSP00000064161
270,ENSMUSG00000030156,"['ENSMUSP00000032259', 'ENSMUSP00000144734']"
271,ENSMUSG00000046167,ENSMUSP00000056080
272,ENSMUSG00000029526,ENSMUSP00000031501
273,ENSMUSG00000039831,"['ENSMUSP00000044624', 'ENSMUSP00000142817', 'ENSMUSP00000142945', 'ENSMUSP00000143079', 'ENSMUSP00000143547', 'ENSMUSP00000143548']"
274,ENSMUSG00000066392,"['ENSMUSP00000050075', 'ENSMUSP00000105757', 'ENSMUSP00000105760', 'ENSMUSP00000127407', 'ENSMUSP00000127926', 'ENSMUSP00000129678', 'ENSMUSP00000139879', 'ENSMUSP00000159078']"
275,ENSMUSG00000020513,"['ENSMUSP00000020821', 'ENSMUSP00000064383', 'ENSMUSP00000103665', 'ENSMUSP00000130621', 'ENSMUSP00000130909']"
276,ENSMUSG00000018217,"['ENSMUSP00000018361', 'ENSMUSP00000104340', 'ENSMUSP00000104341', 'ENSMUSP00000104342']"
277,ENSMUSG00000002608,"['ENSMUSP00000002683', 'ENSMUSP00000145855']"
278,ENSMUSG00000025162,"['ENSMUSP00000018274', 'ENSMUSP00000070721', 'ENSMUSP00000115055', 'ENSMUSP00000117472', 'ENSMUSP00000158953']"
279,ENSMUSG00000094186,ENSMUSP00000135907
280,ENSMUSG00000047390,ENSMUSP00000054085
281,ENSMUSG00000000915,"['ENSMUSP00000000939', 'ENSMUSP00000127361', 'ENSMUSP00000130766', 'ENSMUSP00000143309']"
282,ENSMUSG00000060657,"['ENSMUSP00000087770', 'ENSMUSP00000154869']"
283,ENSMUSG00000032122,"['ENSMUSP00000110720', 'ENSMUSP00000124569']"
284,ENSMUSG00000051258,ENSMUSP00000061660
285,ENSMUSG00000075377,"['ENSMUSP00000097722', 'ENSMUSP00000150819', 'ENSMUSP00000150852']"
286,ENSMUSG00000037490,ENSMUSP00000043962
287,ENSMUSG00000020159,"['ENSMUSP00000020366', 'ENSMUSP00000120500']"
288,ENSMUSG00000094553,"['ENSMUSP00000080407', 'ENSMUSP00000100705', 'ENSMUSP00000154560']"
289,ENSMUSG00000059602,"['ENSMUSP00000113408', 'ENSMUSP00000113720']"
290,ENSMUSG00000037740,ENSMUSP00000123324
291,ENSMUSG00000028668,ENSMUSP00000030427
292,ENSMUSG00000067767,ENSMUSP00000085802
293,ENSMUSG00000026509,ENSMUSP00000068895
294,ENSMUSG00000048856,"['ENSMUSP00000050329', 'ENSMUSP00000152260']"
295,ENSMUSG00000034189,"['ENSMUSP00000044371', 'ENSMUSP00000148352', 'ENSMUSP00000148641', 'ENSMUSP00000148675']"
296,ENSMUSG00000022491,"['ENSMUSP00000023134', 'ENSMUSP00000153908', 'ENSMUSP00000154735']"
297,ENSMUSG00000049506,"['ENSMUSP00000091453', 'ENSMUSP00000102613']"
298,ENSMUSG00000034732,"['ENSMUSP00000047756', 'ENSMUSP00000108993']"
299,ENSMUSG00000031570,"['ENSMUSP00000067035', 'ENSMUSP00000120448', 'ENSMUSP00000122437', 'ENSMUSP00000123420', 'ENSMUSP00000147277', 'ENSMUSP00000147440', 'ENSMUSP00000147452']"
300,ENSMUSG00000013622,"['ENSMUSP00000013766', 'ENSMUSP00000143956', 'ENSMUSP00000144085', 'ENSMUSP00000144256', 'ENSMUSP00000144333', 'ENSMUSP00000144431']"
301,ENSMUSG00000000142,"['ENSMUSP00000051331', 'ENSMUSP00000102322', 'ENSMUSP00000116956', 'ENSMUSP00000119915', 'ENSMUSP00000120664']"
302,ENSMUSG00000020385,"['ENSMUSP00000090820', 'ENSMUSP00000104739', 'ENSMUSP00000104741', 'ENSMUSP00000115894', 'ENSMUSP00000118972', 'ENSMUSP00000120822', 'ENSMUSP00000123133']"
303,ENSMUSG00000071203,ENSMUSP00000058611
304,ENSMUSG00000096380,ENSMUSP00000136230
305,ENSMUSG00000047735,"['ENSMUSP00000112688', 'ENSMUSP00000144632']"
306,ENSMUSG00000031887,"['ENSMUSP00000034359', 'ENSMUSP00000119174']"
307,ENSMUSG00000001910,"['ENSMUSP00000001975', 'ENSMUSP00000158582', 'ENSMUSP00000158606', 'ENSMUSP00000158624', 'ENSMUSP00000158781']"
308,ENSMUSG00000055882,ENSMUSP00000066520
309,ENSMUSG00000037446,"['ENSMUSP00000049070', 'ENSMUSP00000110442', 'ENSMUSP00000116588', 'ENSMUSP00000116844', 'ENSMUSP00000121444', 'ENSMUSP00000156761', 'ENSMUSP00000156826', 'ENSMUSP00000156934']"
310,ENSMUSG00000044177,ENSMUSP00000053238
311,ENSMUSG00000034219,"['ENSMUSP00000044272', 'ENSMUSP00000138729']"
312,ENSMUSG00000037820,"['ENSMUSP00000099411', 'ENSMUSP00000133662']"
313,ENSMUSG00000033439,"['ENSMUSP00000047320', 'ENSMUSP00000138761', 'ENSMUSP00000138868', 'ENSMUSP00000139223', 'ENSMUSP00000142410', 'ENSMUSP00000143637']"
314,ENSMUSG00000079580,"['ENSMUSP00000110331', 'ENSMUSP00000132463', 'ENSMUSP00000156979', 'ENSMUSP00000157018', 'ENSMUSP00000157021', 'ENSMUSP00000157082', 'ENSMUSP00000157370']"
315,ENSMUSG00000034009,"['ENSMUSP00000077611', 'ENSMUSP00000138578']"
316,ENSMUSG00000031028,"['ENSMUSP00000033341', 'ENSMUSP00000113580', 'ENSMUSP00000146894']"
317,ENSMUSG00000004031,"['ENSMUSP00000004133', 'ENSMUSP00000141709']"
318,ENSMUSG00000022354,ENSMUSP00000022980
319,ENSMUSG00000070699,"['ENSMUSP00000092216', 'ENSMUSP00000146884']"
320,ENSMUSG00000056223,"['ENSMUSP00000097025', 'ENSMUSP00000152205']"
321,ENSMUSG00000030693,ENSMUSP00000014058
322,ENSMUSG00000049691,ENSMUSP00000051990
323,ENSMUSG00000053819,"['ENSMUSP00000063359', 'ENSMUSP00000066996', 'ENSMUSP00000102007', 'ENSMUSP00000102008', 'ENSMUSP00000102009', 'ENSMUSP00000102010', 'ENSMUSP00000114801', 'ENSMUSP00000129999', 'ENSMUSP00000130305', 'ENSMUSP00000130769', 'ENSMUSP00000133019', 'ENSMUSP00000143504', 'ENSMUSP00000143677']"
324,ENSMUSG00000031167,"['ENSMUSP00000038964', 'ENSMUSP00000111277', 'ENSMUSP00000111279', 'ENSMUSP00000111280', 'ENSMUSP00000111282', 'ENSMUSP00000111284', 'ENSMUSP00000138456', 'ENSMUSP00000138705']"
325,ENSMUSG00000071230,ENSMUSP00000093200
326,ENSMUSG00000042918,"['ENSMUSP00000114686', 'ENSMUSP00000147269']"
327,ENSMUSG00000021371,ENSMUSP00000021800
328,ENSMUSG00000094282,ENSMUSP00000137554
329,ENSMUSG00000040276,"['ENSMUSP00000044168', 'ENSMUSP00000094973', 'ENSMUSP00000110522', 'ENSMUSP00000110523', 'ENSMUSP00000155877', 'ENSMUSP00000155999', 'ENSMUSP00000156003']"
330,ENSMUSG00000030748,"['ENSMUSP00000033004', 'ENSMUSP00000145725', 'ENSMUSP00000145824', 'ENSMUSP00000146185']"
331,ENSMUSG00000096345,ENSMUSP00000136148
332,ENSMUSG00000096023,ENSMUSP00000127565
333,ENSMUSG00000037625,ENSMUSP00000042181
334,ENSMUSG00000071342,"['ENSMUSP00000093434', 'ENSMUSP00000152529']"
335,ENSMUSG00000022370,"['ENSMUSP00000125887', 'ENSMUSP00000127456', 'ENSMUSP00000130722']"
336,ENSMUSG00000066877,"['ENSMUSP00000083611', 'ENSMUSP00000110392', 'ENSMUSP00000140338', 'ENSMUSP00000144224']"
337,ENSMUSG00000027176,ENSMUSP00000028599
338,ENSMUSG00000037313,"['ENSMUSP00000074394', 'ENSMUSP00000078491', 'ENSMUSP00000110069', 'ENSMUSP00000115481', 'ENSMUSP00000117407', 'ENSMUSP00000119560', 'ENSMUSP00000144567']"
339,ENSMUSG00000048231,"['ENSMUSP00000058686', 'ENSMUSP00000130832']"
340,ENSMUSG00000043388,ENSMUSP00000061100
341,ENSMUSG00000073294,"['ENSMUSP00000099222', 'ENSMUSP00000114041']"
342,ENSMUSG00000116378,ENSMUSP00000131649
343,ENSMUSG00000062908,"['ENSMUSP00000072483', 'ENSMUSP00000121714', 'ENSMUSP00000122989']"
344,ENSMUSG00000073775,ENSMUSP00000099799
345,ENSMUSG00000038740,"['ENSMUSP00000048901', 'ENSMUSP00000115744']"
346,ENSMUSG00000045792,"['ENSMUSP00000058167', 'ENSMUSP00000149209']"
347,ENSMUSG00000006576,"['ENSMUSP00000027415', 'ENSMUSP00000116488', 'ENSMUSP00000116747', 'ENSMUSP00000119860', 'ENSMUSP00000119942', 'ENSMUSP00000120078', 'ENSMUSP00000122749']"
348,ENSMUSG00000021250,ENSMUSP00000021674
349,ENSMUSG00000079355,"['ENSMUSP00000075507', 'ENSMUSP00000140792', 'ENSMUSP00000152036']"
350,ENSMUSG00000057170,"['ENSMUSP00000080731', 'ENSMUSP00000152890']"
351,ENSMUSG00000021986,"['ENSMUSP00000022561', 'ENSMUSP00000152965', 'ENSMUSP00000153031', 'ENSMUSP00000159188']"
352,ENSMUSG00000053646,"['ENSMUSP00000071966', 'ENSMUSP00000114358', 'ENSMUSP00000115265', 'ENSMUSP00000142431']"
353,ENSMUSG00000029679,ENSMUSP00000031690
354,ENSMUSG00000048473,"['ENSMUSP00000107398', 'ENSMUSP00000138527']"
355,ENSMUSG00000072487,"['ENSMUSP00000071366', 'ENSMUSP00000105648', 'ENSMUSP00000118236', 'ENSMUSP00000158590']"
356,ENSMUSG00000062727,ENSMUSP00000106085
357,ENSMUSG00000095569,ENSMUSP00000090327
358,ENSMUSG00000045514,"['ENSMUSP00000054887', 'ENSMUSP00000151187']"
359,ENSMUSG00000030629,"['ENSMUSP00000069228', 'ENSMUSP00000135968', 'ENSMUSP00000146518', 'ENSMUSP00000146559', 'ENSMUSP00000146682', 'ENSMUSP00000146878', 'ENSMUSP00000147192']"
360,ENSMUSG00000028859,"['ENSMUSP00000030673', 'ENSMUSP00000101768']"
361,ENSMUSG00000001168,"['ENSMUSP00000072297', 'ENSMUSP00000132033']"
362,ENSMUSG00000118441,ENSMUSP00000158617
363,ENSMUSG00000051998,"['ENSMUSP00000131126', 'ENSMUSP00000140039']"
364,ENSMUSG00000038213,ENSMUSP00000047105
365,ENSMUSG00000020459,"['ENSMUSP00000020749', 'ENSMUSP00000090926', 'ENSMUSP00000114299', 'ENSMUSP00000121327', 'ENSMUSP00000122233', 'ENSMUSP00000122801']"
366,ENSMUSG00000031198,ENSMUSP00000033541
367,ENSMUSG00000021275,"['ENSMUSP00000126749', 'ENSMUSP00000127949', 'ENSMUSP00000152826']"
368,ENSMUSG00000030048,ENSMUSP00000032127
369,ENSMUSG00000043972,ENSMUSP00000063542
370,ENSMUSG00000032556,ENSMUSP00000116249
371,ENSMUSG00000042167,"['ENSMUSP00000048124', 'ENSMUSP00000153060', 'ENSMUSP00000153339', 'ENSMUSP00000153685', 'ENSMUSP00000153703']"
372,ENSMUSG00000045854,ENSMUSP00000061451
373,ENSMUSG00000095497,ENSMUSP00000100115
374,ENSMUSG00000056885,ENSMUSP00000079498
375,ENSMUSG00000024116,ENSMUSP00000024928
376,ENSMUSG00000074625,ENSMUSP00000096736
377,ENSMUSG00000045835,ENSMUSP00000057557
378,ENSMUSG00000051984,"['ENSMUSP00000064900', 'ENSMUSP00000107616', 'ENSMUSP00000130598']"
379,ENSMUSG00000023961,"['ENSMUSP00000024757', 'ENSMUSP00000114429']"
380,ENSMUSG00000027165,"['ENSMUSP00000087999', 'ENSMUSP00000097274', 'ENSMUSP00000106862', 'ENSMUSP00000114251', 'ENSMUSP00000123987', 'ENSMUSP00000124783', 'ENSMUSP00000134813', 'ENSMUSP00000135478']"
381,ENSMUSG00000028159,"['ENSMUSP00000029806', 'ENSMUSP00000119634']"
382,ENSMUSG00000036537,ENSMUSP00000042569
383,ENSMUSG00000020932,"['ENSMUSP00000064691', 'ENSMUSP00000077061']"
384,ENSMUSG00000090272,"['ENSMUSP00000140191', 'ENSMUSP00000140539', 'ENSMUSP00000140610', 'ENSMUSP00000141055']"
385,ENSMUSG00000061296,"['ENSMUSP00000071925', 'ENSMUSP00000153776', 'ENSMUSP00000154333']"
386,ENSMUSG00000121513,"['ENSMUSP00000159543', 'ENSMUSP00000159545', 'ENSMUSP00000159546']"
387,ENSMUSG00000096273,"['ENSMUSP00000093916', 'ENSMUSP00000147143', 'ENSMUSP00000151810']"
388,ENSMUSG00000022074,ENSMUSP00000022663
389,ENSMUSG00000020649,"['ENSMUSP00000020980', 'ENSMUSP00000119502', 'ENSMUSP00000120893']"
390,ENSMUSG00000023048,"['ENSMUSP00000023810', 'ENSMUSP00000125784', 'ENSMUSP00000129218', 'ENSMUSP00000130498', 'ENSMUSP00000132636']"
391,ENSMUSG00000038148,"['ENSMUSP00000110957', 'ENSMUSP00000124528']"
392,ENSMUSG00000100486,ENSMUSP00000147049
393,ENSMUSG00000063260,ENSMUSP00000029441
394,ENSMUSG00000086316,"['ENSMUSP00000144699', 'ENSMUSP00000144860', 'ENSMUSP00000145010', 'ENSMUSP00000146758', 'ENSMUSP00000147221']"
395,ENSMUSG00000025091,ENSMUSP00000026081
396,ENSMUSG00000031378,"['ENSMUSP00000002084', 'ENSMUSP00000110105']"
397,ENSMUSG00000050788,"['ENSMUSP00000050893', 'ENSMUSP00000149512']"
398,ENSMUSG00000020926,"['ENSMUSP00000069466', 'ENSMUSP00000099370']"
399,ENSMUSG00000085484,ENSMUSP00000147998
400,ENSMUSG00000032278,"['ENSMUSP00000034817', 'ENSMUSP00000109623']"
401,ENSMUSG00000078789,"['ENSMUSP00000042162', 'ENSMUSP00000116537']"
402,ENSMUSG00000050930,ENSMUSP00000061679
403,ENSMUSG00000063929,ENSMUSP00000081369
404,ENSMUSG00000000028,"['ENSMUSP00000000028', 'ENSMUSP00000094753', 'ENSMUSP00000111248']"
405,ENSMUSG00000057716,"['ENSMUSP00000055268', 'ENSMUSP00000137869', 'ENSMUSP00000159180']"
406,ENSMUSG00000020076,"['ENSMUSP00000020270', 'ENSMUSP00000151469']"
407,ENSMUSG00000021298,"['ENSMUSP00000021729', 'ENSMUSP00000152509']"
408,ENSMUSG00000042873,"['ENSMUSP00000124470', 'ENSMUSP00000144899']"
409,ENSMUSG00000020295,ENSMUSP00000020535
410,ENSMUSG00000020912,ENSMUSP00000017741
411,ENSMUSG00000055200,ENSMUSP00000068187
412,ENSMUSG00000040356,"['ENSMUSP00000036265', 'ENSMUSP00000134209', 'ENSMUSP00000134294']"
413,ENSMUSG00000090436,ENSMUSP00000126973
414,ENSMUSG00000042729,"['ENSMUSP00000043315', 'ENSMUSP00000147765']"
415,ENSMUSG00000074111,"['ENSMUSP00000096035', 'ENSMUSP00000136396']"
416,ENSMUSG00000049057,"['ENSMUSP00000056439', 'ENSMUSP00000107144']"
417,ENSMUSG00000047242,"['ENSMUSP00000059751', 'ENSMUSP00000109123', 'ENSMUSP00000115178']"
418,ENSMUSG00000030450,"['ENSMUSP00000032633', 'ENSMUSP00000119099', 'ENSMUSP00000119529', 'ENSMUSP00000121798', 'ENSMUSP00000145823']"
419,ENSMUSG00000045502,ENSMUSP00000054104
420,ENSMUSG00000057969,"['ENSMUSP00000073152', 'ENSMUSP00000099588', 'ENSMUSP00000099589', 'ENSMUSP00000099590', 'ENSMUSP00000099591', 'ENSMUSP00000137952', 'ENSMUSP00000141390', 'ENSMUSP00000141403', 'ENSMUSP00000141614', 'ENSMUSP00000141726', 'ENSMUSP00000141928']"
421,ENSMUSG00000032269,"['ENSMUSP00000003826', 'ENSMUSP00000150647']"
422,ENSMUSG00000093968,ENSMUSP00000093679
423,ENSMUSG00000036185,"['ENSMUSP00000047448', 'ENSMUSP00000133881', 'ENSMUSP00000134423']"
424,ENSMUSG00000076533,ENSMUSP00000100135
425,ENSMUSG00000025716,"['ENSMUSP00000046329', 'ENSMUSP00000116185', 'ENSMUSP00000120573']"
426,ENSMUSG00000025216,ENSMUSP00000096997
427,ENSMUSG00000094804,ENSMUSP00000127377
428,ENSMUSG00000060429,"['ENSMUSP00000041294', 'ENSMUSP00000105829']"
429,ENSMUSG00000029269,"['ENSMUSP00000031199', 'ENSMUSP00000112679', 'ENSMUSP00000112844']"
430,ENSMUSG00000058558,"['ENSMUSP00000080854', 'ENSMUSP00000123474']"
431,ENSMUSG00000032870,ENSMUSP00000035800
432,ENSMUSG00000037851,"['ENSMUSP00000048096', 'ENSMUSP00000126806', 'ENSMUSP00000130058', 'ENSMUSP00000130204', 'ENSMUSP00000132082']"
433,ENSMUSG00000096490,ENSMUSP00000100131
434,ENSMUSG00000020605,"['ENSMUSP00000020927', 'ENSMUSP00000151262', 'ENSMUSP00000151390']"
435,ENSMUSG00000050796,ENSMUSP00000057521
436,ENSMUSG00000051495,ENSMUSP00000062753
437,ENSMUSG00000079598,ENSMUSP00000110524
438,ENSMUSG00000034664,ENSMUSP00000099375
439,ENSMUSG00000022986,ENSMUSP00000036246
440,ENSMUSG00000074155,"['ENSMUSP00000049339', 'ENSMUSP00000145643']"
441,ENSMUSG00000015290,"['ENSMUSP00000015434', 'ENSMUSP00000120461', 'ENSMUSP00000136070']"
442,ENSMUSG00000026634,"['ENSMUSP00000027947', 'ENSMUSP00000064556', 'ENSMUSP00000106524', 'ENSMUSP00000115804', 'ENSMUSP00000117912', 'ENSMUSP00000142318']"
443,ENSMUSG00000032446,"['ENSMUSP00000035020', 'ENSMUSP00000107393', 'ENSMUSP00000118079']"
444,ENSMUSG00000044165,"['ENSMUSP00000052210', 'ENSMUSP00000102435']"
445,ENSMUSG00000070806,ENSMUSP00000092414
446,ENSMUSG00000034570,"['ENSMUSP00000046625', 'ENSMUSP00000105645', 'ENSMUSP00000105646', 'ENSMUSP00000139000', 'ENSMUSP00000139214', 'ENSMUSP00000139302']"
447,ENSMUSG00000066755,ENSMUSP00000083251
448,ENSMUSG00000028222,ENSMUSP00000029876
449,ENSMUSG00000029601,"['ENSMUSP00000069167', 'ENSMUSP00000091955']"
450,ENSMUSG00000003604,"['ENSMUSP00000003705', 'ENSMUSP00000097184']"
451,ENSMUSG00000028649,"['ENSMUSP00000080755', 'ENSMUSP00000101831', 'ENSMUSP00000114568', 'ENSMUSP00000115847', 'ENSMUSP00000116085', 'ENSMUSP00000117188', 'ENSMUSP00000117433', 'ENSMUSP00000119600', 'ENSMUSP00000119885', 'ENSMUSP00000123246', 'ENSMUSP00000153121', 'ENSMUSP00000158792', 'ENSMUSP00000158828', 'ENSMUSP00000158868', 'ENSMUSP00000159521', 'ENSMUSP00000159522']"
452,ENSMUSG00000074439,ENSMUSP00000096491
453,ENSMUSG00000049396,ENSMUSP00000099558
454,ENSMUSG00000037364,"['ENSMUSP00000043123', 'ENSMUSP00000142344', 'ENSMUSP00000142351', 'ENSMUSP00000142435', 'ENSMUSP00000142564', 'ENSMUSP00000142660', 'ENSMUSP00000143232', 'ENSMUSP00000143442', 'ENSMUSP00000143454', 'ENSMUSP00000152514']"
455,ENSMUSG00000087642,"['ENSMUSP00000118012', 'ENSMUSP00000152628']"
456,ENSMUSG00000050613,"['ENSMUSP00000055221', 'ENSMUSP00000149602']"
457,ENSMUSG00000046330,"['ENSMUSP00000058919', 'ENSMUSP00000148267']"
458,ENSMUSG00000038349,ENSMUSP00000037854
459,ENSMUSG00000028792,"['ENSMUSP00000030583', 'ENSMUSP00000099664', 'ENSMUSP00000122284']"
460,ENSMUSG00000034848,"['ENSMUSP00000099779', 'ENSMUSP00000131758']"
461,ENSMUSG00000026600,"['ENSMUSP00000058344', 'ENSMUSP00000139431', 'ENSMUSP00000140721', 'ENSMUSP00000141074']"
462,ENSMUSG00000049670,ENSMUSP00000062887
463,ENSMUSG00000056185,"['ENSMUSP00000070915', 'ENSMUSP00000157473']"
464,ENSMUSG00000026824,"['ENSMUSP00000063329', 'ENSMUSP00000108251', 'ENSMUSP00000108252']"
465,ENSMUSG00000058997,"['ENSMUSP00000048925', 'ENSMUSP00000154270']"
466,ENSMUSG00000023968,"['ENSMUSP00000024764', 'ENSMUSP00000109092', 'ENSMUSP00000130072']"
467,ENSMUSG00000007907,ENSMUSP00000008051
468,ENSMUSG00000022296,"['ENSMUSP00000132788', 'ENSMUSP00000154447', 'ENSMUSP00000159442']"
469,ENSMUSG00000035203,"['ENSMUSP00000043340', 'ENSMUSP00000096445', 'ENSMUSP00000116571', 'ENSMUSP00000122594', 'ENSMUSP00000146638']"
470,ENSMUSG00000051166,"['ENSMUSP00000065643', 'ENSMUSP00000152401', 'ENSMUSP00000152624', 'ENSMUSP00000152709']"
471,ENSMUSG00000027514,"['ENSMUSP00000029018', 'ENSMUSP00000104744']"
472,ENSMUSG00000025358,"['ENSMUSP00000026415', 'ENSMUSP00000026416']"
473,ENSMUSG00000050114,ENSMUSP00000133276
474,ENSMUSG00000037363,"['ENSMUSP00000078160', 'ENSMUSP00000147507', 'ENSMUSP00000147648', 'ENSMUSP00000148035', 'ENSMUSP00000148232']"
475,ENSMUSG00000059857,"['ENSMUSP00000052268', 'ENSMUSP00000072397', 'ENSMUSP00000102180', 'ENSMUSP00000102181', 'ENSMUSP00000102185', 'ENSMUSP00000116213', 'ENSMUSP00000116579', 'ENSMUSP00000117371', 'ENSMUSP00000118800', 'ENSMUSP00000119534', 'ENSMUSP00000120688']"
476,ENSMUSG00000026748,"['ENSMUSP00000028081', 'ENSMUSP00000110350', 'ENSMUSP00000110351']"
477,ENSMUSG00000011751,"['ENSMUSP00000011895', 'ENSMUSP00000103999', 'ENSMUSP00000104000', 'ENSMUSP00000104001', 'ENSMUSP00000120738', 'ENSMUSP00000132807']"
478,ENSMUSG00000118671,ENSMUSP00000159440
479,ENSMUSG00000044938,ENSMUSP00000059643
480,ENSMUSG00000071104,"['ENSMUSP00000092964', 'ENSMUSP00000134510']"
481,ENSMUSG00000026743,"['ENSMUSP00000028076', 'ENSMUSP00000110317', 'ENSMUSP00000110319', 'ENSMUSP00000110328']"
482,ENSMUSG00000020839,"['ENSMUSP00000072427', 'ENSMUSP00000099553', 'ENSMUSP00000121222']"
483,ENSMUSG00000021079,"['ENSMUSP00000021486', 'ENSMUSP00000126298', 'ENSMUSP00000152114', 'ENSMUSP00000152204', 'ENSMUSP00000152255', 'ENSMUSP00000152455', 'ENSMUSP00000152544', 'ENSMUSP00000152574', 'ENSMUSP00000152577']"
484,ENSMUSG00000022636,"['ENSMUSP00000023312', 'ENSMUSP00000127141', 'ENSMUSP00000129714', 'ENSMUSP00000130563', 'ENSMUSP00000131001']"
485,ENSMUSG00000062142,"['ENSMUSP00000077321', 'ENSMUSP00000149088']"
486,ENSMUSG00000064333,ENSMUSP00000077405
487,ENSMUSG00000032357,"['ENSMUSP00000034911', 'ENSMUSP00000139155']"
488,ENSMUSG00000022758,"['ENSMUSP00000023441', 'ENSMUSP00000132727', 'ENSMUSP00000156201']"
489,ENSMUSG00000038412,"['ENSMUSP00000054881', 'ENSMUSP00000149331', 'ENSMUSP00000149531', 'ENSMUSP00000150189', 'ENSMUSP00000150629', 'ENSMUSP00000150726', 'ENSMUSP00000150962']"
490,ENSMUSG00000075079,"['ENSMUSP00000097357', 'ENSMUSP00000149072']"
491,ENSMUSG00000074448,ENSMUSP00000096499
492,ENSMUSG00000094545,ENSMUSP00000129819
493,ENSMUSG00000100634,ENSMUSP00000140005
494,ENSMUSG00000080713,ENSMUSP00000153754
495,ENSMUSG00000030732,"['ENSMUSP00000032977', 'ENSMUSP00000102699', 'ENSMUSP00000120760']"
496,ENSMUSG00000033623,"['ENSMUSP00000041790', 'ENSMUSP00000108216', 'ENSMUSP00000142465']"
497,ENSMUSG00000028736,"['ENSMUSP00000030508', 'ENSMUSP00000133536']"
498,ENSMUSG00000047854,ENSMUSP00000055901
499,ENSMUSG00000023210,ENSMUSP00000023978
500,ENSMUSG00000001508,"['ENSMUSP00000098118', 'ENSMUSP00000099451', 'ENSMUSP00000117637', 'ENSMUSP00000118455', 'ENSMUSP00000130617']"
501,ENSMUSG00000023025,"['ENSMUSP00000086964', 'ENSMUSP00000097780', 'ENSMUSP00000155529', 'ENSMUSP00000155601', 'ENSMUSP00000155661']"
502,ENSMUSG00000021115,"['ENSMUSP00000021539', 'ENSMUSP00000071922', 'ENSMUSP00000082101', 'ENSMUSP00000152109', 'ENSMUSP00000152249', 'ENSMUSP00000152721']"
503,ENSMUSG00000005640,"['ENSMUSP00000029711', 'ENSMUSP00000103208']"
504,ENSMUSG00000025495,"['ENSMUSP00000026568', 'ENSMUSP00000133352', 'ENSMUSP00000133804', 'ENSMUSP00000134176', 'ENSMUSP00000147593']"
505,ENSMUSG00000028633,ENSMUSP00000030381
506,ENSMUSG00000027523,"['ENSMUSP00000079341', 'ENSMUSP00000085179', 'ENSMUSP00000085184', 'ENSMUSP00000085185', 'ENSMUSP00000104711', 'ENSMUSP00000104712', 'ENSMUSP00000104713', 'ENSMUSP00000104715', 'ENSMUSP00000104716', 'ENSMUSP00000104723', 'ENSMUSP00000104724', 'ENSMUSP00000118210', 'ENSMUSP00000122230', 'ENSMUSP00000136180', 'ENSMUSP00000139839', 'ENSMUSP00000140174', 'ENSMUSP00000158579', 'ENSMUSP00000158589', 'ENSMUSP00000158626', 'ENSMUSP00000158707', 'ENSMUSP00000158709', 'ENSMUSP00000158758', 'ENSMUSP00000158766', 'ENSMUSP00000158849']"
507,ENSMUSG00000075127,"['ENSMUSP00000097413', 'ENSMUSP00000151174']"
508,ENSMUSG00000031402,"['ENSMUSP00000033775', 'ENSMUSP00000109725', 'ENSMUSP00000109726', 'ENSMUSP00000116401', 'ENSMUSP00000116897', 'ENSMUSP00000117003', 'ENSMUSP00000118693']"
509,ENSMUSG00000063221,"['ENSMUSP00000080385', 'ENSMUSP00000149230']"
510,ENSMUSG00000073997,"['ENSMUSP00000095863', 'ENSMUSP00000151365', 'ENSMUSP00000151473']"
511,ENSMUSG00000050092,ENSMUSP00000058131
512,ENSMUSG00000056755,"['ENSMUSP00000064404', 'ENSMUSP00000133897', 'ENSMUSP00000133957', 'ENSMUSP00000134233', 'ENSMUSP00000134635']"
